80;28752;chr12;-;110934008;110936624;110936664;110939853;-1
81;4365;chr19;-;57335795;57337755;57337831;57344657;-1
82;30724;chr10;-;97170534;97174250;97174412;97181717;1
83;14223;chr5;-;140966764;140967790;140967817;140998364;1
84;6789;chr22;-;42557364;42564614;42564742;42565852;-1
85;47221;chr20;-;34326939;34328446;34328519;34328745;1
86;62233;chr18;+;56001124;56008909;56009029;56010137;1
87;5789;chr20;+;30149539;30155880;30156083;30156922;-1
88;25001;chr9;+;124043840;124062342;124062404;124064240;1
89;50951;chr2;-;55214834;55255299;55255356;55276880;-1
90;56997;chr9;-;115060196;115092720;115092754;115095749;-1
91;39223;chr16;+;539000;541133;541268;546823;-1
92;25004;chr9;+;124043840;124062333;124062404;124064240;1
93;6986;chr16;+;18584382;18585641;18585757;18586082;-1
94;27200;chr1;+;46072263;46072992;46074009;46078840;1
95;34082;chr2;-;130914969;130918758;130918845;130921946;-1
96;37835;chr15;-;49309825;49311614;49311749;49319561;-1
97;20504;chr10;-;116211430;116213137;116213242;116225456;-1
98;950;chr6;-;131188721;131190951;131191266;131206235;1
99;27604;chr2;-;39526942;39530214;39530258;39535083;-1
100;6333;chr2;+;271939;272036;272065;272191;1
101;39053;chr8;+;413150;417719;417746;418714;-1
102;43600;chr20;+;400375;401514;401675;402770;-1
103;24175;chr20;+;42087149;42087792;42088060;42088410;1
104;63626;chrX;-;2873578;2877643;2877929;2878418;-1
105;973;chr6;-;131184858;131186675;131186774;131206235;1
106;1736;chr5;+;65449424;65454636;65454760;65455046;-1
107;51407;chr7;-;51111389;51150754;51150925;51152862;1
108;48301;chr12;-;1910284;1910739;1910810;1919443;-1
109;61443;chr11;+;120278532;120280102;120280159;120291461;-1
110;4362;chr19;-;57336109;57337755;57337831;57347385;-1
111;28171;chr2;-;201724469;201724847;201724938;201725960;-1
112;34727;chr11;+;66407594;66410920;66411611;66413497;1
113;23411;chr19;+;40854675;40871624;40871837;40872325;-1
114;964;chr6;-;131191266;131197813;131197915;131199243;1
115;43590;chr20;+;400375;401514;401650;402770;-1
116;10543;chr22;+;50874881;50875416;50875497;50875934;-1
117;47371;chr3;+;124352800;124356054;124356150;124369654;-1
118;24222;chr1;+;17958961;17961042;17961057;17961329;-1
119;12533;chr19;-;7143101;7150507;7150543;7152736;-1
120;53004;chr2;-;218686661;218694566;218694605;218696177;-1
121;49732;chr6;-;170062520;170063658;170063745;170064261;1
122;23906;chr6;-;131931386;131936463;131936481;131937046;-1
123;53285;chr6;-;99862566;99864224;99864304;99873090;-1
124;36116;chr7;-;30617707;30618621;30618744;30618846;-1
125;18881;chr12;+;989197;989886;990165;990857;-1
126;49045;chr5;+;27475802;27477745;27477908;27485032;-1
127;19828;chr14;-;23538826;23540333;23540395;23540635;-1
128;42011;chr6;+;142759501;142762044;142762090;142764473;-1
129;8584;chr17;-;40049427;40052872;40052902;40054001;1
130;33049;chr9;-;116822550;116823204;116823378;116823703;0
131;33398;chr10;+;7745481;7747070;7747145;7749163;0
132;42700;chr1;+;46769492;46774772;46774799;46775826;0
133;48233;chr5;-;42801433;42804757;42804875;42811937;0
134;49853;chr17;-;7077779;7080148;7080220;7080299;0
135;1959;chr9;-;86589504;86590376;86590420;86591909;0
136;48215;chr5;-;42801433;42808252;42808468;42811937;0
137;48687;chr3;+;186505053;186505283;186505373;186505591;0
138;13088;chr12;+;56552495;56553370;56553514;56553758;0
139;60037;chr2;+;85823772;85823944;85824054;85824226;0
140;19665;chr17;+;26646391;26652528;26652673;26653559;0
141;10000;chr12;-;125284788;125292306;125292473;125296415;0
142;10023;chr16;-;58750717;58752099;58752204;58752430;0
143;10024;chr16;-;58756182;58757649;58757806;58768043;0
144;10034;chr7;-;100238495;100238598;100238851;100239099;0
145;10035;chr7;-;100228675;100229428;100229568;100230623;0
146;10036;chr7;-;100229568;100229704;100229821;100230623;0
147;10037;chr7;-;100224526;100224886;100225114;100225199;0
148;10041;chr7;-;100225929;100226875;100226995;100228511;0
149;10073;chr17;-;49124830;49133772;49133843;49156944;0
150;10074;chr17;-;49060033;49062283;49062351;49063058;0
151;10077;chr17;-;49074055;49075804;49075978;49077021;0
152;10079;chr17;-;49084687;49091592;49091714;49097519;0
153;10082;chr10;-;101646389;101648581;101648710;101654702;0
154;10098;chr20;+;62697891;62698267;62698373;62699399;0
155;10103;chr1;-;35915606;35915958;35916110;35917228;0
156;10108;chr1;-;35936561;35940405;35940507;35944566;0
157;10109;chr1;-;35909904;35913773;35913933;35915467;0
158;10111;chr1;-;35940507;35944566;35944813;35972212;0
159;10116;chr19;-;41897867;41898771;41898885;41903085;0
160;10128;chr9;-;19118453;19119647;19119829;19120877;0
161;10129;chr9;-;19123645;19126111;19126307;19126394;0
162;10175;chr19;-;16764936;16770205;16770258;16770769;0
163;10183;chr19;-;42461086;42461169;42461271;42462437;0
164;10184;chr19;-;42461271;42462437;42462535;42462887;0
165;10240;chr19;+;54606496;54609240;54609318;54610117;0
166;10258;chr17;+;53345447;53392587;53392808;53398024;0
167;10270;chr3;-;112267487;112269038;112269109;112272126;0
168;10303;chr19;+;49588893;49589661;49589818;49593547;0
169;1031;chr2;-;20455931;20458003;20458132;20460097;0
170;10312;chr3;-;28378376;28379427;28379527;28379983;0
171;10317;chr20;-;31291873;31292241;31292291;31294384;0
172;10332;chr1;+;113202401;113209695;113209767;113212164;0
173;10333;chr1;+;113192091;113197086;113197293;113201643;0
174;10334;chr1;+;113192091;113196219;113196283;113197086;0
175;10352;chr21;-;30435851;30437288;30437426;30439036;0
176;10353;chr21;-;30440026;30442567;30442658;30445851;0
177;10355;chr6;-;18225961;18226404;18226473;18236682;0
178;10359;chr6;-;18250070;18255961;18256082;18256591;0
179;10361;chr6;-;8016061;8026599;8026658;8041371;0
180;10382;chr2;+;220100015;220100195;220100307;220100429;0
181;10386;chr2;+;220098665;220098854;220099010;220099547;0
182;10394;chr14;+;56103254;56103915;56104082;56104496;0
183;10405;chr14;+;56047072;56078736;56079289;56083234;0
184;10409;chr14;+;56108478;56113690;56113725;56114742;0
185;1041;chr2;-;20455931;20457997;20458132;20460097;0
186;1042;chr2;-;20483247;20490412;20490551;20494136;0
187;10437;chr16;+;10837922;10840999;10841133;10846466;0
188;10440;chr16;+;10855331;10855613;10855716;10861805;0
189;10444;chr16;+;10841133;10846466;10846535;10850546;0
190;1046;chr2;-;20518406;20527070;20527139;20550357;0
191;10460;chr6;-;31661209;31664724;31664810;31668718;0
192;10482;chr7;+;2691876;2692551;2692644;2695725;0
193;10483;chr7;+;2696168;2697919;2698093;2698573;0
194;10487;chr7;+;2692644;2695725;2695818;2696031;0
195;10488;chr7;+;2698093;2698573;2698649;2701301;0
196;10505;chr2;-;208478167;208486529;208486641;208488952;0
197;10512;chr1;+;31819587;31821675;31821821;31836878;0
198;1052;chr17;+;61907309;61907492;61907549;61907630;0
199;10528;chr1;+;54423953;54426028;54426147;54427706;0
200;10540;chr11;-;102954055;102959955;102960047;102962515;0
201;1056;chr17;+;61907861;61908168;61908295;61908395;0
202;10565;chr22;+;50832564;50845117;50845304;50852980;0
203;1057;chr17;+;61905569;61906853;61906923;61907211;0
204;1059;chr17;+;61908586;61908686;61908785;61908865;0
205;1060;chr5;-;1318568;1320730;1320846;1321749;0
206;10605;chr6;-;31696522;31696641;31697002;31697827;0
207;1061;chr5;-;1334498;1335171;1335289;1338018;0
208;10612;chr6;+;31911770;31911911;31912003;31912503;0
209;10613;chr6;+;31905236;31907007;31907097;31910735;0
210;10619;chr6;+;31903838;31905095;31905236;31907007;0
211;1062;chr5;-;1323026;1323901;1323984;1324877;0
212;10620;chr6;+;31918549;31918644;31918721;31918920;0
213;10623;chr6;+;31918180;31918395;31918549;31918920;0
214;10625;chr6;+;31907097;31910735;31910876;31911001;0
215;10650;chr4;+;152024231;152025328;152025438;152025623;0
216;10652;chr4;+;152020866;152021636;152021740;152024022;0
217;10682;chr3;+;184019446;184020157;184020316;184020466;0
218;10684;chr3;+;184024283;184024538;184024622;184025144;0
219;10701;chr17;+;48814387;48817666;48817706;48818462;0
220;10704;chr17;+;48821171;48822012;48822174;48823080;0
221;10709;chr17;+;48824063;48827861;48828002;48828107;0
222;10715;chr20;-;43133532;43135467;43135637;43138531;0
223;10717;chr20;-;43132636;43133441;43133532;43135467;0
224;10722;chr20;-;43141635;43142519;43142681;43150553;0
225;10733;chr14;-;35564390;35565763;35565839;35568457;0
226;10743;chr14;-;35554984;35557156;35557216;35564253;0
227;10750;chr14;-;35560413;35568457;35568590;35576509;0
228;10751;chr14;-;35565839;35565914;35565970;35568457;0
229;10768;chr22;-;39709315;39709638;39709734;39710111;0
230;10803;chr2;+;170657536;170661983;170662087;170662174;0
231;10805;chr2;+;170655486;170657461;170657536;170661983;0
232;10806;chr22;+;38245489;38246021;38246070;38247286;0
233;10807;chr22;+;38274178;38282771;38282852;38284432;0
234;10813;chr22;+;38251651;38254685;38254747;38258975;0
235;10814;chr22;+;38247497;38254685;38254747;38258975;0
236;10821;chr6;-;129950667;129955186;129955250;129959538;0
237;10823;chr6;-;129927104;129929037;129929197;129932677;0
238;10825;chr6;-;129921993;129927021;129927104;129929037;0
239;10826;chr6;-;129921993;129927021;129927104;129932677;0
240;1084;chr6;-;44081946;44084277;44084366;44095080;0
241;10840;chr1;-;202733273;202736053;202736188;202742245;0
242;10841;chr1;-;202700191;202700955;202701067;202702528;0
243;1085;chr6;-;44081946;44084277;44084366;44093689;0
244;10855;chr18;+;43702556;43703264;43703330;43704787;0
245;10857;chr18;+;43685334;43699891;43700026;43702432;0
246;1086;chr6;-;44081946;44084277;44084366;44094991;0
247;10871;chr16;-;87874761;87885329;87885455;87902490;0
248;10905;chr1;-;54511459;54512939;54513045;54518834;0
249;10906;chr1;-;54511459;54512939;54513045;54518672;0
250;10907;chr1;-;54509198;54511364;54511459;54512939;0
251;10909;chr1;-;54509198;54511364;54511459;54519028;0
252;10910;chr19;+;13059627;13059894;13059973;13060088;0
253;10939;chr5;+;138980020;138994281;138994359;138994445;0
254;10940;chr5;+;138994551;139002952;139003046;139006340;0
255;10941;chr5;+;138980020;138994170;138994202;138994281;0
256;10942;chr5;+;138980020;138994445;138994551;139002952;0
257;10954;chr19;+;7704693;7705616;7705695;7705785;0
258;10962;chr19;+;7703986;7704616;7704693;7705785;0
259;10963;chr19;+;7703661;7703904;7703986;7704616;0
260;10964;chr19;+;7705889;7706590;7706739;7706919;0
261;10978;chr20;+;31019482;31020682;31020788;31021086;0
262;11003;chr2;-;65541303;65543867;65544017;65559120;0
263;11021;chr4;+;84379582;84380892;84380950;84382125;0
264;11043;chr8;-;124333415;124335177;124335306;124338132;0
265;11044;chr8;-;124384075;124384876;124384926;124392768;0
266;11048;chr4;-;187516980;187517693;187518325;187518835;0
267;11051;chr4;-;187560937;187584452;187584767;187627716;0
268;11067;chr3;+;184106529;184106680;184106783;184107154;0
269;11074;chr3;+;184099412;184099503;184099603;184099720;0
270;11076;chr12;+;112147488;112150301;112150461;112153624;0
271;1108;chr15;-;91512853;91513633;91513744;91517365;0
272;11095;chr3;+;10157503;10167309;10167392;10167952;0
273;11113;chr3;-;25642716;25646250;25646361;25647533;0
274;11117;chr3;-;25660340;25661352;25661553;25662172;0
275;11131;chr13;+;24200931;24233188;24233353;24242118;0
276;11174;chr1;-;2121220;2124085;2124414;2125077;0
277;11183;chr10;-;74128113;74135540;74135630;74167686;0
278;11189;chr14;+;64877867;64879189;64879243;64882075;0
279;11195;chr14;+;64916340;64920471;64920579;64921440;0
280;11242;chr6;+;31707839;31708230;31708390;31708939;0
281;11249;chr6;+;31726070;31726324;31726397;31726542;0
282;11258;chr4;+;99970027;99978903;99978969;99982304;0
283;11264;chr4;+;99964538;99966329;99966461;99969883;0
284;11286;chr10;-;105152040;105152127;105152223;105156165;0
285;11301;chr14;+;103934523;103941329;103941547;103946723;0
286;11306;chr14;+;103871604;103894723;103894777;103915255;0
287;11311;chr14;+;103933528;103934369;103934523;103941329;0
288;11318;chr7;+;43798333;43810736;43810769;43827502;0
289;11324;chr9;+;100819222;100823063;100823279;100839199;0
290;11337;chr17;+;29844895;29848183;29848378;29848932;0
291;11361;chr16;+;313774;314014;314170;314612;0
292;11376;chr2;+;118582284;118582515;118582677;118583022;0
293;11407;chr5;-;132334542;132335823;132335893;132342450;0
294;11424;chr1;+;201840455;201841955;201842089;201843377;0
295;11441;chr11;+;73627705;73629994;73630077;73635659;0
296;11442;chr11;+;73630077;73635659;73635742;73638329;0
297;11463;chr5;+;162943717;162944566;162944680;162945198;0
298;11476;chr5;+;72286691;72302271;72302376;72311452;0
299;11477;chr12;-;112846142;112846223;112846460;112848123;0
300;11491;chr2;+;27658094;27658589;27658613;27659619;0
301;11492;chr2;+;27660227;27662632;27662765;27663269;0
302;11497;chr14;+;73673180;73678476;73678650;73683833;0
303;11516;chr1;+;225997871;226016425;226016613;226019479;0
304;11544;chr2;-;44171033;44172470;44172556;44173251;0
305;11546;chr2;-;44121768;44123772;44123847;44126357;0
306;11554;chr1;+;154407632;154408444;154408586;154420600;0
307;11562;chr12;+;2904410;2906303;2906448;2906894;0
308;11566;chr17;-;40277916;40278772;40278866;40280278;0
309;11582;chr7;+;35922186;35923500;35923597;35925437;0
310;11588;chr13;-;52709999;52710251;52710395;52710935;0
311;11589;chr13;-;52707951;52710251;52710395;52710935;0
312;11592;chr13;-;52707951;52709864;52709999;52710935;0
313;11598;chr13;-;52728308;52730209;52730383;52733677;0
314;11606;chr17;-;48470258;48472289;48472349;48474573;0
315;11618;chr22;-;41664160;41670603;41670731;41676936;0
316;11621;chr22;-;41652828;41653951;41654110;41657449;0
317;11641;chr1;+;24120242;24120349;24120420;24120552;0
318;11642;chr1;+;24120420;24120552;24120626;24120713;0
319;11643;chr1;+;24119250;24119497;24119529;24119640;0
320;11702;chr9;+;91926266;91930084;91930212;91931287;0
321;11703;chr9;+;100767435;100773552;100773671;100774702;0
322;11743;chr4;+;2877837;2883624;2883787;2886241;0
323;11745;chr4;+;2900054;2900159;2900258;2900985;0
324;11746;chr4;+;2910331;2916610;2916767;2927740;0
325;11748;chr4;+;2886393;2895739;2895820;2896308;0
326;1175;chr14;+;35522657;35546355;35546422;35548132;0
327;11762;chr5;+;175926086;175927003;175927147;175933768;0
328;11767;chr1;+;203831350;203832790;203832853;203834168;0
329;11768;chr1;+;203830871;203831309;203831350;203832790;0
330;1177;chr14;+;35515834;35522483;35522657;35546355;0
331;11778;chr8;+;30013922;30021626;30021691;30032600;0
332;11780;chr8;+;30021691;30032600;30032706;30034641;0
333;11782;chr5;-;133945364;133948380;133948446;133956622;0
334;11786;chr5;-;133948446;133956622;133956742;133959651;0
335;11793;chr10;-;75135975;75138668;75138781;75139636;0
336;11798;chrX;-;152935581;152935904;152936049;152936198;0
337;11808;chr19;-;2102267;2108685;2108765;2109084;0
338;11809;chr19;-;2123878;2127150;2127200;2129088;0
339;11811;chr19;-;2114301;2114746;2114820;2115217;0
340;11821;chr17;+;40172222;40173581;40173689;40174416;0
341;11822;chr17;+;40173689;40174416;40174658;40175671;0
342;11835;chr20;+;62152247;62152636;62152716;62152864;0
343;11861;chr1;+;198262169;198266256;198266370;198288541;0
344;11877;chr15;-;34837627;34839135;34839183;34843338;0
345;11883;chr6;+;138200488;138201207;138201389;138202171;0
346;11925;chr22;+;31668690;31669437;31669493;31671136;0
347;11930;chr14;-;31583546;31585441;31585664;31588915;0
348;11932;chr14;-;31570530;31572121;31572272;31574588;0
349;11936;chr14;-;31597212;31597817;31598654;31602443;0
350;11940;chr14;-;31589072;31590588;31590711;31592119;0
351;11942;chr1;+;154245252;154245955;154246074;154246249;0
352;11945;chr1;+;154245252;154245811;154246074;154247425;0
353;11946;chr1;+;154245252;154245811;154246074;154246249;0
354;11947;chr1;+;154246074;154246249;154246437;154247425;0
355;11948;chr1;+;154245252;154246249;154246437;154247425;0
356;11970;chr2;-;203072044;203072590;203072725;203075457;0
357;11973;chr2;-;203072044;203075457;203075529;203079079;0
358;11989;chr1;+;184023997;184041290;184041444;184041960;0
359;11993;chr22;+;41697776;41716658;41716717;41721567;0
360;11997;chr22;+;41736141;41737091;41737150;41738532;0
361;12000;chr11;+;16766231;16769643;16769704;16774331;0
362;12001;chr11;+;16760388;16766147;16766231;16769643;0
363;12002;chr11;+;16769704;16774331;16774441;16776417;0
364;12006;chr20;+;60962730;60962898;60962970;60963364;0
365;12008;chr11;+;43837941;43852525;43852560;43859866;0
366;12017;chr12;+;27863888;27867712;27867753;27869223;0
367;12035;chr7;-;32914769;32919046;32919554;32931147;0
368;12078;chr19;+;47634285;47646750;47646862;47653458;0
369;12095;chr6;-;33384553;33384696;33384746;33384873;0
370;12106;chr9;-;111631462;111637174;111637250;111640274;0
371;12108;chr9;-;111658924;111659232;111659318;111659427;0
372;12111;chr1;-;20982272;20982593;20982680;20987373;0
373;12120;chr6;-;170886805;170887944;170888058;170892144;0
374;12139;chr12;-;111947802;111948188;111948386;111951160;0
375;12148;chr19;-;39306647;39306923;39306995;39307092;0
376;12183;chr7;-;72864019;72865176;72865324;72873865;0
377;12184;chr7;-;72865324;72873865;72874048;72877251;0
378;12193;chr10;+;82228443;82248972;82249070;82264483;0
379;12209;chr5;-;162881056;162883934;162884086;162884567;0
380;12236;chr3;-;138402629;138403466;138403645;138407716;0
381;12239;chr3;-;138452280;138453475;138453646;138456548;0
382;12240;chr3;-;138453646;138456548;138456728;138461399;0
383;12257;chr22;+;31796729;31799014;31799190;31806997;0
384;12263;chr17;-;65124971;65132085;65132314;65134046;0
385;12264;chr17;-;65190158;65191534;65191586;65197244;0
386;12279;chr19;+;14675670;14675760;14675804;14675877;0
387;12280;chr19;+;14676102;14676429;14676475;14676555;0
388;12310;chr5;+;138651877;138655022;138655190;138657586;0
389;12311;chr5;+;138654722;138655022;138655190;138657586;0
390;12313;chr5;+;138629494;138651385;138651427;138651764;0
391;12323;chr5;+;138629494;138650363;138650425;138651385;0
392;12336;chr22;+;29683123;29684594;29684775;29688125;0
393;12337;chr22;+;29692358;29693816;29693939;29694722;0
394;12345;chr12;-;88447523;88448116;88448190;88449352;0
395;12391;chr16;-;3708231;3708793;3708866;3711987;0
396;12393;chr16;-;3721792;3722700;3722821;3724339;0
397;1241;chr1;-;146685037;146687323;146687512;146696486;0
398;12420;chr3;+;9982890;9984496;9984580;9984760;0
399;12445;chr4;+;509974;510127;510265;514844;0
400;1245;chr1;+;182828252;182829127;182829319;182835578;0
401;12467;chr11;-;68665480;68668015;68668073;68671190;0
402;12468;chr11;-;68665480;68668002;68668073;68671190;0
403;1248;chr1;+;182808591;182811679;182811812;182812428;0
404;12482;chr11;+;47281530;47281959;47282226;47282791;0
405;125;chr1;+;94965170;94972093;94972198;94980701;0
406;12510;chr19;+;5690611;5691329;5691464;5691542;0
407;12523;chr19;-;40329845;40330872;40330967;40331053;0
408;12574;chr5;+;72795027;72798312;72798426;72798740;0
409;12575;chr5;+;72798942;72800171;72800228;72801016;0
410;12577;chr5;+;72794383;72794958;72795027;72798312;0
411;12685;chr20;-;35137228;35139282;35139435;35140887;0
412;12687;chr11;+;67254656;67256737;67256926;67257508;0
413;1269;chr1;-;204210942;204213991;204214131;204214742;0
414;12701;chr1;-;21923757;21924178;21924221;21924453;0
415;12717;chr16;+;29974910;29979345;29979575;29982728;0
416;12732;chr1;-;226552855;226553654;226553753;226555180;0
417;12756;chr22;+;38461137;38463710;38463777;38465039;0
418;12758;chr22;+;38455352;38461008;38461137;38463710;0
419;12759;chr2;+;101549463;101554214;101554304;101564696;0
420;12771;chr17;-;40345612;40345784;40345868;40346410;0
421;12837;chr10;+;18955564;18957458;18957606;18961550;0
422;12838;chr10;+;18957606;18961550;18961634;18962912;0
423;12895;chr6;-;32156281;32156499;32156573;32157471;0
424;12896;chr6;-;32154467;32154589;32154678;32155018;0
425;12900;chr9;+;139686229;139686398;139686482;139686702;0
426;12901;chr9;+;139685876;139686398;139686482;139686702;0
427;12924;chr14;+;53187908;53190522;53190592;53190682;0
428;12925;chr14;+;53177886;53178127;53178242;53180598;0
429;12926;chr14;+;53184860;53184946;53185070;53185694;0
430;12927;chr14;+;53175534;53177818;53177886;53178127;0
431;12929;chr14;+;53174022;53175200;53175240;53175481;0
432;12934;chr14;+;23235973;23236456;23236618;23237166;0
433;12936;chr14;+;23240389;23240476;23240557;23240642;0
434;12937;chr14;+;23237380;23238999;23239143;23239401;0
435;12939;chr14;+;23235973;23237166;23237380;23238999;0
436;12956;chr5;-;110837786;110840712;110840741;110842027;0
437;12963;chrX;-;108926647;108939372;108939425;108976367;0
438;12965;chrX;-;108926601;108939372;108939425;108976367;0
439;12966;chrX;-;108926781;108939372;108939425;108976367;0
440;12968;chrX;-;108887415;108902582;108902740;108904759;0
441;12969;chrX;-;108926125;108926364;108926604;108939372;0
442;12971;chrX;-;108926125;108926364;108926601;108939372;0
443;12972;chrX;-;108926125;108926364;108926895;108939372;0
444;12984;chrX;-;108887415;108904759;108904874;108906439;0
445;1299;chr3;-;78648077;78649262;78649459;78655882;0
446;13048;chr10;+;5005720;5008105;5008273;5009118;0
447;1305;chr3;-;78717452;78717633;78717715;78719245;0
448;13051;chr7;-;44619227;44620691;44620838;44621047;0
449;13076;chr20;+;47895253;47895640;47895745;47897021;0
450;13115;chr2;+;120640199;120643370;120643458;120672754;0
451;13117;chr2;+;120635118;120639361;120639406;120639672;0
452;13120;chr2;+;120672818;120677644;120677817;120684173;0
453;13143;chr2;+;159433895;159459581;159459616;159477501;0
454;13144;chr2;+;159389828;159459581;159459616;159477501;0
455;13145;chr2;+;159477933;159481389;159481939;159488264;0
456;13155;chr2;+;159523075;159526231;159526427;159530188;0
457;1318;chr1;-;154185100;154186932;154187050;154192311;0
458;13206;chrX;+;54841208;54841680;54842123;54842313;0
459;1321;chr1;-;154186422;154186932;154187050;154192817;0
460;13217;chr20;+;21209753;21213371;21213468;21224882;0
461;1325;chr5;+;75961000;75964505;75964669;75967583;0
462;13252;chr1;+;22413041;22413161;22413359;22417920;0
463;13270;chr14;+;70235613;70235898;70235968;70237183;0
464;13271;chr14;+;70235613;70237183;70237257;70237711;0
465;13283;chr6;-;143823259;143823491;143823702;143825049;0
466;13285;chr6;-;143823259;143825049;143825389;143828373;0
467;13298;chr9;+;33025381;33026472;33026614;33029882;0
468;13307;chr1;+;222835674;222835799;222835871;222837339;0
469;13312;chr9;+;127982979;127990188;127990338;127994874;0
470;13326;chrY;+;15026561;15026795;15026894;15026978;0
471;13328;chr10;+;102738397;102738605;102738775;102738858;0
472;13329;chr10;+;102729348;102729448;102729681;102732285;0
473;13375;chr1;+;36772886;36773117;36773208;36773370;0
474;13379;chr17;-;1375522;1377903;1377984;1378105;0
475;13383;chr2;+;25016834;25022543;25022713;25037244;0
476;13390;chr2;+;74087278;74087660;74087716;74089329;0
477;13424;chr17;-;57140009;57141715;57141766;57148183;0
478;13429;chr6;-;160206528;160206931;160207029;160208774;0
479;13433;chr6;-;160200293;160200658;160200822;160200926;0
480;13471;chr2;-;15534473;15536536;15536599;15542291;0
